"date","open","high","close","volume"
2012-06-19,287.082000,292.432000,291.056000,4148200.000000
2012-06-20,290.195000,290.290000,289.044000,4688700.000000
2012-06-21,290.210000,290.210000,282.888000,4018500.000000
2012-06-22,284.284000,286.026000,286.026000,4451300.000000
2012-06-25,283.949000,284.329000,280.631000,3160000.000000
2012-06-26,281.662000,283.584000,282.623000,2697600.000000
2012-06-27,284.134000,287.282000,284.935000,3381200.000000
2012-06-28,283.233000,283.398000,282.437000,3837900.000000
2012-06-29,287.768000,290.355000,290.325000,5033900.000000
2012-07-02,291.201000,291.792000,290.526000,3307600.000000
2012-07-03,290.295000,294.500000,294.209000,2376600.000000
2012-07-05,294.675000,300.330000,298.258000,4687100.000000
2012-07-06,296.522000,297.057000,293.283000,4319200.000000
2012-07-09,292.768000,294.595000,293.298000,3426700.000000
2012-07-10,295.390000,296.512000,291.141000,3842300.000000
2012-07-11,288.438000,289.214000,285.881000,6991600.000000
2012-07-12,283.844000,286.251000,285.526000,4614900.000000
2012-07-13,286.361000,289.865000,288.549000,3948000.000000
2012-07-16,288.473000,289.885000,287.748000,2922200.000000
2012-07-17,289.505000,290.626000,288.654000,3356800.000000
2012-07-18,288.779000,292.137000,290.671000,3093300.000000
2012-07-19,293.363000,299.540000,296.827000,9340000.000000
2012-07-20,304.685000,306.777000,305.716000,12914400.000000
2012-07-23,300.541000,309.484000,308.063000,7116200.000000
2012-07-24,307.808000,309.274000,304.089000,4014700.000000
2012-07-25,304.464000,306.997000,304.299000,3642300.000000
2012-07-26,307.808000,308.744000,306.987000,3367000.000000
2012-07-27,309.755000,317.818000,317.798000,7092300.000000
2012-07-30,318.343000,321.622000,316.466000,4369000.000000
2012-07-31,314.444000,318.569000,316.802000,3727400.000000
2012-08-01,318.969000,320.075000,316.657000,3685500.000000
2012-08-02,313.068000,319.334000,314.690000,3951400.000000
2012-08-03,320.320000,322.182000,320.986000,3790400.000000
2012-08-06,320.125000,325.015000,321.732000,3561200.000000
2012-08-07,321.216000,322.452000,320.591000,3959600.000000
2012-08-08,319.845000,323.258000,321.436000,2641700.000000
2012-08-09,322.578000,323.509000,321.496000,2138400.000000
2012-08-10,319.615000,321.441000,321.321000,2866300.000000
2012-08-13,324.034000,330.405000,330.335000,6529200.000000
2012-08-14,329.955000,336.762000,334.665000,7316000.000000
2012-08-15,335.475000,337.462000,334.104000,4816500.000000
2012-08-16,334.089000,337.658000,336.772000,3431900.000000
2012-08-17,337.397000,338.964000,338.909000,4351000.000000
2012-08-20,338.088000,339.775000,338.108000,3512600.000000
